frame_no,quadrant,color,box
820,1,burnt_sienna,"[887, 780, 986, 884]"
821,4,raw_umber,"[1033, 192, 1171, 327]"
822,4,raw_umber,"[1030, 192, 1172, 327]"
823,4,raw_umber,"[1031, 192, 1171, 327]"
825,4,raw_umber,"[1032, 192, 1171, 327]"
826,4,raw_umber,"[1031, 192, 1171, 328]"
827,4,raw_umber,"[1033, 192, 1171, 327]"
828,4,raw_umber,"[1032, 192, 1171, 328]"
829,4,raw_umber,"[1033, 192, 1170, 328]"
830,4,raw_umber,"[1033, 191, 1171, 327]"
831,4,raw_umber,"[1032, 191, 1172, 326]"
835,4,raw_umber,"[1032, 192, 1171, 327]"
836,4,raw_umber,"[1032, 192, 1171, 327]"
837,4,raw_umber,"[1032, 192, 1170, 327]"
838,4,raw_umber,"[1033, 191, 1171, 327]"
839,4,raw_umber,"[1033, 191, 1170, 327]"
840,4,raw_umber,"[1033, 191, 1170, 326]"
842,4,raw_umber,"[1032, 192, 1172, 326]"
843,4,raw_umber,"[1031, 192, 1171, 327]"
844,4,raw_umber,"[1032, 191, 1170, 326]"
845,4,raw_umber,"[1033, 192, 1171, 328]"
845,1,burnt_sienna,"[940, 775, 1037, 873]"
846,4,raw_umber,"[1032, 192, 1170, 328]"
846,1,burnt_sienna,"[943, 777, 1043, 876]"
847,1,burnt_sienna,"[949, 779, 1047, 878]"
847,4,raw_umber,"[1034, 191, 1170, 327]"
848,4,raw_umber,"[1032, 192, 1171, 328]"
848,1,burnt_sienna,"[956, 783, 1050, 881]"
849,4,raw_umber,"[1034, 191, 1169, 328]"
849,1,burnt_sienna,"[960, 787, 1052, 884]"
850,1,burnt_sienna,"[964, 791, 1058, 886]"
850,4,raw_umber,"[1033, 192, 1170, 328]"
851,1,burnt_sienna,"[968, 795, 1061, 889]"
851,4,raw_umber,"[1033, 192, 1169, 328]"
852,1,burnt_sienna,"[972, 795, 1064, 891]"
852,4,raw_umber,"[1034, 192, 1169, 328]"
853,1,burnt_sienna,"[977, 797, 1067, 893]"
853,4,raw_umber,"[1034, 192, 1170, 327]"
854,1,burnt_sienna,"[982, 796, 1071, 895]"
854,4,raw_umber,"[1034, 192, 1169, 327]"
855,4,raw_umber,"[1034, 191, 1170, 327]"
856,1,burnt_sienna,"[987, 798, 1074, 897]"
856,4,raw_umber,"[1033, 191, 1169, 328]"
857,4,raw_umber,"[1034, 191, 1169, 327]"
858,1,burnt_sienna,"[988, 798, 1077, 897]"
858,4,raw_umber,"[1034, 192, 1170, 327]"
859,4,raw_umber,"[1033, 192, 1170, 327]"
860,4,raw_umber,"[1032, 192, 1170, 327]"
861,4,raw_umber,"[1033, 191, 1170, 327]"
862,4,raw_umber,"[1032, 191, 1170, 326]"
863,1,burnt_sienna,"[985, 790, 1077, 890]"
863,4,raw_umber,"[1033, 192, 1170, 327]"
864,1,burnt_sienna,"[981, 785, 1075, 888]"
864,4,raw_umber,"[1033, 192, 1169, 326]"
865,1,burnt_sienna,"[978, 784, 1073, 886]"
865,4,raw_umber,"[1035, 191, 1170, 326]"
866,1,burnt_sienna,"[974, 780, 1071, 883]"
866,4,raw_umber,"[1034, 192, 1170, 326]"
867,1,burnt_sienna,"[972, 776, 1070, 880]"
867,4,raw_umber,"[1034, 192, 1169, 328]"
868,4,raw_umber,"[1035, 191, 1169, 327]"
869,4,raw_umber,"[1035, 191, 1169, 327]"
870,4,raw_umber,"[1034, 191, 1170, 327]"
871,4,raw_umber,"[1035, 192, 1169, 327]"
872,4,raw_umber,"[1035, 191, 1170, 327]"
873,1,burnt_sienna,"[952, 762, 1051, 863]"
873,4,raw_umber,"[1033, 192, 1170, 326]"
874,1,burnt_sienna,"[949, 762, 1048, 861]"
874,4,raw_umber,"[1034, 191, 1170, 327]"
875,1,burnt_sienna,"[946, 760, 1046, 860]"
875,4,raw_umber,"[1035, 192, 1170, 327]"
876,4,raw_umber,"[1035, 191, 1170, 326]"
877,1,burnt_sienna,"[941, 759, 1039, 859]"
877,4,raw_umber,"[1034, 192, 1170, 326]"
878,1,burnt_sienna,"[940, 757, 1037, 857]"
878,4,raw_umber,"[1035, 191, 1170, 326]"
879,1,burnt_sienna,"[939, 756, 1031, 853]"
879,4,raw_umber,"[1034, 192, 1169, 326]"
880,1,burnt_sienna,"[937, 756, 1030, 854]"
880,4,raw_umber,"[1035, 192, 1169, 327]"
881,4,raw_umber,"[1034, 192, 1169, 327]"
881,1,burnt_sienna,"[937, 757, 1029, 856]"
882,4,raw_umber,"[1034, 191, 1169, 328]"
882,1,burnt_sienna,"[938, 759, 1029, 858]"
883,4,raw_umber,"[1033, 191, 1169, 329]"
883,1,burnt_sienna,"[938, 760, 1032, 859]"
884,4,raw_umber,"[1034, 192, 1169, 328]"
884,1,burnt_sienna,"[939, 759, 1032, 858]"
885,4,raw_umber,"[1034, 192, 1170, 327]"
885,1,burnt_sienna,"[939, 759, 1034, 858]"
886,1,burnt_sienna,"[941, 757, 1036, 855]"
886,4,raw_umber,"[1034, 192, 1170, 326]"
887,1,burnt_sienna,"[939, 753, 1041, 852]"
887,2,dim_gray,"[1518, 232, 1656, 360]"
887,4,raw_umber,"[1033, 192, 1170, 326]"
888,2,dim_gray,"[1521, 234, 1657, 360]"
888,4,raw_umber,"[1034, 192, 1171, 328]"
888,1,burnt_sienna,"[939, 751, 1042, 852]"
889,4,raw_umber,"[1036, 191, 1172, 326]"
889,1,burnt_sienna,"[939, 750, 1047, 851]"
890,4,raw_umber,"[1033, 192, 1177, 320]"
890,1,burnt_sienna,"[939, 752, 1047, 852]"
891,1,burnt_sienna,"[940, 753, 1046, 853]"
892,1,burnt_sienna,"[939, 754, 1046, 855]"
893,1,burnt_sienna,"[939, 755, 1041, 855]"
894,1,burnt_sienna,"[937, 756, 1041, 857]"
895,1,burnt_sienna,"[938, 758, 1037, 857]"
898,1,burnt_sienna,"[935, 753, 1042, 856]"
899,1,raw_umber,"[937, 755, 1043, 856]"
900,1,burnt_sienna,"[939, 758, 1039, 855]"
903,1,burnt_sienna,"[940, 755, 1039, 852]"
931,1,burnt_sienna,"[939, 759, 1031, 854]"
990,3,msu_green,"[1486, 931, 1613, 1057]"
991,3,msu_green,"[1434, 849, 1559, 967]"
991,1,burnt_sienna,"[937, 757, 1037, 856]"
992,3,msu_green,"[1382, 769, 1501, 895]"
992,1,burnt_sienna,"[938, 757, 1038, 857]"
993,3,msu_green,"[1326, 708, 1445, 829]"
993,1,burnt_sienna,"[935, 758, 1037, 857]"
994,3,msu_green,"[1273, 641, 1395, 767]"
994,1,burnt_sienna,"[936, 757, 1039, 857]"
995,3,msu_green,"[1225, 580, 1342, 695]"
995,1,burnt_sienna,"[936, 757, 1037, 856]"
996,3,msu_green,"[1188, 506, 1300, 629]"
996,1,burnt_sienna,"[936, 758, 1038, 856]"
997,1,burnt_sienna,"[936, 758, 1038, 856]"
997,4,msu_green,"[1152, 455, 1267, 584]"
998,4,msu_green,"[1124, 406, 1234, 535]"
998,1,burnt_sienna,"[936, 758, 1038, 857]"
999,1,burnt_sienna,"[937, 757, 1039, 856]"
1000,4,msu_green,"[1079, 340, 1185, 461]"
1000,1,burnt_sienna,"[937, 757, 1040, 856]"
1001,1,burnt_sienna,"[936, 756, 1043, 856]"
1002,1,burnt_sienna,"[936, 756, 1043, 856]"
1003,1,burnt_sienna,"[938, 756, 1042, 855]"
1004,1,burnt_sienna,"[938, 756, 1041, 856]"
1005,1,burnt_sienna,"[938, 757, 1041, 856]"
1006,1,burnt_sienna,"[939, 757, 1040, 857]"
1012,1,burnt_sienna,"[939, 758, 1041, 857]"
1013,1,burnt_sienna,"[939, 758, 1039, 857]"
1014,1,burnt_sienna,"[938, 758, 1039, 856]"
1021,1,burnt_sienna,"[939, 757, 1041, 857]"
1023,1,burnt_sienna,"[938, 758, 1038, 856]"
1024,1,burnt_sienna,"[937, 757, 1041, 857]"
1025,1,burnt_sienna,"[937, 757, 1043, 856]"
1026,1,burnt_sienna,"[937, 756, 1040, 856]"
1027,1,burnt_sienna,"[938, 757, 1037, 855]"
1042,4,msu_green,"[1061, 326, 1178, 433]"
1079,1,burnt_sienna,"[939, 757, 1036, 855]"
1079,4,msu_green,"[1074, 335, 1188, 447]"
1083,1,burnt_sienna,"[938, 757, 1035, 856]"
1085,3,msu_green,"[1477, 832, 1611, 976]"
1085,1,burnt_sienna,"[937, 756, 1036, 858]"
1086,4,msu_green,"[1072, 334, 1190, 448]"
1086,1,burnt_sienna,"[938, 757, 1035, 857]"
1087,1,burnt_sienna,"[939, 758, 1035, 858]"
1088,1,burnt_sienna,"[939, 757, 1036, 857]"
1089,1,burnt_sienna,"[938, 757, 1036, 857]"
1090,1,burnt_sienna,"[939, 757, 1035, 857]"
1091,4,msu_green,"[1071, 336, 1188, 450]"
1091,1,burnt_sienna,"[938, 757, 1035, 857]"
1092,1,burnt_sienna,"[939, 757, 1035, 858]"
1093,4,msu_green,"[1073, 336, 1188, 452]"
1093,1,burnt_sienna,"[939, 757, 1036, 857]"
1099,1,burnt_sienna,"[939, 757, 1035, 857]"
1100,4,msu_green,"[1072, 335, 1189, 449]"
1100,1,burnt_sienna,"[939, 757, 1035, 856]"
1103,1,burnt_sienna,"[940, 757, 1035, 857]"
1104,1,burnt_sienna,"[940, 757, 1035, 858]"
1105,1,burnt_sienna,"[939, 757, 1036, 857]"
1106,1,burnt_sienna,"[939, 757, 1036, 856]"
1107,4,msu_green,"[1073, 335, 1188, 448]"
1107,1,burnt_sienna,"[939, 757, 1036, 856]"
1108,4,msu_green,"[1074, 335, 1189, 450]"
1108,1,burnt_sienna,"[939, 757, 1035, 857]"
1109,4,msu_green,"[1073, 334, 1190, 448]"
1110,4,msu_green,"[1073, 335, 1189, 449]"
1110,1,burnt_sienna,"[938, 757, 1035, 857]"
1113,3,raw_umber,"[1455, 729, 1586, 869]"
1113,4,msu_green,"[1073, 335, 1189, 450]"
1114,3,raw_umber,"[1459, 720, 1597, 871]"
1115,3,raw_umber,"[1466, 727, 1604, 865]"
1115,1,burnt_sienna,"[939, 756, 1036, 856]"
1121,3,raw_umber,"[1471, 729, 1604, 865]"
1121,1,burnt_sienna,"[939, 757, 1036, 856]"
1122,3,raw_umber,"[1469, 729, 1602, 865]"
1122,1,burnt_sienna,"[939, 757, 1036, 857]"
1123,3,raw_umber,"[1464, 730, 1598, 866]"
1123,1,burnt_sienna,"[938, 757, 1037, 857]"
1124,3,raw_umber,"[1461, 730, 1596, 867]"
1124,4,msu_green,"[1075, 336, 1188, 448]"
1124,1,burnt_sienna,"[938, 757, 1036, 856]"
1125,3,raw_umber,"[1460, 731, 1593, 866]"
1125,1,burnt_sienna,"[938, 758, 1036, 857]"
1126,3,raw_umber,"[1459, 735, 1591, 867]"
1126,1,burnt_sienna,"[939, 757, 1036, 857]"
1127,3,raw_umber,"[1456, 735, 1589, 867]"
1127,4,msu_green,"[1074, 335, 1187, 450]"
1127,1,burnt_sienna,"[939, 757, 1036, 857]"
1128,3,raw_umber,"[1455, 736, 1587, 869]"
1128,1,burnt_sienna,"[938, 757, 1036, 857]"
1129,3,raw_umber,"[1455, 738, 1587, 870]"
1129,1,burnt_sienna,"[938, 758, 1035, 857]"
1130,3,raw_umber,"[1454, 737, 1585, 870]"
1130,4,msu_green,"[1072, 336, 1187, 448]"
1130,1,burnt_sienna,"[939, 757, 1034, 857]"
1131,3,raw_umber,"[1454, 737, 1587, 870]"
1131,4,msu_green,"[1074, 335, 1188, 447]"
1131,1,burnt_sienna,"[939, 757, 1035, 856]"
1132,3,raw_umber,"[1454, 737, 1587, 870]"
1132,4,msu_green,"[1073, 335, 1188, 448]"
1132,1,burnt_sienna,"[939, 757, 1035, 856]"
1133,3,raw_umber,"[1454, 737, 1587, 870]"
1133,4,msu_green,"[1073, 334, 1189, 449]"
1133,1,burnt_sienna,"[937, 756, 1036, 857]"
1134,3,raw_umber,"[1454, 737, 1589, 870]"
1134,1,burnt_sienna,"[938, 756, 1037, 856]"
1135,3,raw_umber,"[1455, 737, 1589, 871]"
1135,1,burnt_sienna,"[938, 757, 1036, 857]"
1136,3,raw_umber,"[1455, 736, 1589, 871]"
1136,1,burnt_sienna,"[938, 757, 1037, 856]"
1137,3,raw_umber,"[1457, 737, 1589, 871]"
1137,1,burnt_sienna,"[939, 757, 1035, 855]"
1138,3,raw_umber,"[1459, 738, 1590, 871]"
1138,1,burnt_sienna,"[939, 757, 1036, 855]"
1139,3,raw_umber,"[1459, 738, 1589, 871]"
1139,1,burnt_sienna,"[940, 757, 1036, 856]"
1140,3,raw_umber,"[1457, 737, 1591, 871]"
1140,4,msu_green,"[1073, 334, 1188, 448]"
1140,1,burnt_sienna,"[938, 757, 1036, 857]"
1141,3,raw_umber,"[1459, 740, 1590, 872]"
1141,1,burnt_sienna,"[939, 757, 1037, 856]"
1142,3,raw_umber,"[1457, 739, 1590, 872]"
1142,4,msu_green,"[1073, 336, 1188, 448]"
1142,1,burnt_sienna,"[938, 757, 1036, 858]"
1143,3,raw_umber,"[1458, 739, 1590, 871]"
1143,1,burnt_sienna,"[939, 757, 1036, 856]"
1144,3,raw_umber,"[1457, 739, 1590, 872]"
1144,1,burnt_sienna,"[938, 757, 1038, 856]"
1145,3,raw_umber,"[1458, 740, 1590, 871]"
1145,1,burnt_sienna,"[939, 757, 1037, 856]"
1146,3,raw_umber,"[1458, 740, 1590, 872]"
1146,4,msu_green,"[1073, 335, 1189, 448]"
1146,1,burnt_sienna,"[938, 757, 1037, 857]"
1147,3,raw_umber,"[1457, 739, 1590, 872]"
1147,4,msu_green,"[1073, 334, 1188, 447]"
1147,1,burnt_sienna,"[938, 757, 1037, 857]"
1148,3,raw_umber,"[1458, 739, 1590, 872]"
1148,4,msu_green,"[1074, 335, 1187, 447]"
1148,1,burnt_sienna,"[938, 757, 1038, 858]"
1149,3,raw_umber,"[1458, 738, 1590, 871]"
1149,1,burnt_sienna,"[939, 757, 1035, 856]"
1149,4,msu_green,"[1075, 335, 1187, 446]"
1150,3,raw_umber,"[1458, 739, 1590, 872]"
1150,1,burnt_sienna,"[939, 757, 1037, 857]"
1151,3,raw_umber,"[1458, 739, 1590, 871]"
1151,1,burnt_sienna,"[939, 757, 1036, 856]"
1152,3,raw_umber,"[1458, 739, 1589, 871]"
1152,1,burnt_sienna,"[939, 757, 1037, 857]"
1153,3,raw_umber,"[1458, 737, 1590, 871]"
1153,1,burnt_sienna,"[939, 757, 1036, 857]"
1154,3,raw_umber,"[1457, 738, 1590, 872]"
1154,1,burnt_sienna,"[939, 757, 1036, 857]"
1155,3,raw_umber,"[1458, 738, 1590, 872]"
1155,1,burnt_sienna,"[939, 757, 1035, 857]"
1156,3,raw_umber,"[1458, 739, 1589, 872]"
1156,1,burnt_sienna,"[939, 757, 1036, 857]"
1157,3,raw_umber,"[1458, 739, 1590, 871]"
1157,1,burnt_sienna,"[939, 757, 1037, 857]"
1158,3,raw_umber,"[1457, 740, 1590, 872]"
1158,1,burnt_sienna,"[938, 757, 1036, 857]"
1159,3,raw_umber,"[1458, 739, 1590, 871]"
1159,1,burnt_sienna,"[938, 757, 1036, 857]"
1160,3,raw_umber,"[1457, 739, 1589, 872]"
1160,1,burnt_sienna,"[939, 758, 1035, 857]"
1161,3,raw_umber,"[1458, 739, 1589, 872]"
1161,1,burnt_sienna,"[939, 758, 1036, 858]"
1162,3,raw_umber,"[1457, 739, 1590, 872]"
1162,1,burnt_sienna,"[938, 757, 1036, 857]"
1162,4,msu_green,"[1075, 336, 1187, 450]"
1163,3,raw_umber,"[1457, 739, 1590, 873]"
1163,4,msu_green,"[1073, 335, 1188, 449]"
1163,1,burnt_sienna,"[939, 758, 1036, 857]"
1164,3,raw_umber,"[1459, 739, 1590, 872]"
1164,4,msu_green,"[1073, 334, 1189, 449]"
1164,1,burnt_sienna,"[939, 757, 1036, 857]"
1165,3,raw_umber,"[1459, 739, 1589, 871]"
1165,4,msu_green,"[1072, 335, 1188, 450]"
1165,1,burnt_sienna,"[939, 757, 1036, 857]"
1166,3,raw_umber,"[1457, 739, 1590, 872]"
1166,4,msu_green,"[1073, 335, 1188, 450]"
1166,1,burnt_sienna,"[938, 757, 1037, 857]"
1167,3,raw_umber,"[1457, 740, 1590, 872]"
1167,1,burnt_sienna,"[938, 757, 1038, 857]"
1168,3,raw_umber,"[1459, 738, 1590, 873]"
1168,1,burnt_sienna,"[939, 758, 1036, 858]"
1169,3,raw_umber,"[1458, 739, 1591, 872]"
1169,1,burnt_sienna,"[938, 758, 1037, 857]"
1170,3,raw_umber,"[1457, 738, 1591, 872]"
1170,4,msu_green,"[1076, 335, 1188, 449]"
1170,1,burnt_sienna,"[938, 757, 1037, 858]"
1171,3,raw_umber,"[1459, 740, 1590, 872]"
1171,1,burnt_sienna,"[940, 758, 1035, 856]"
1172,3,raw_umber,"[1457, 739, 1591, 872]"
1172,1,burnt_sienna,"[939, 757, 1035, 857]"
1173,3,raw_umber,"[1458, 739, 1590, 871]"
1173,1,burnt_sienna,"[939, 757, 1036, 857]"
1174,3,raw_umber,"[1460, 739, 1590, 871]"
1174,1,burnt_sienna,"[940, 757, 1036, 857]"
1175,3,raw_umber,"[1459, 738, 1591, 871]"
1175,1,burnt_sienna,"[940, 758, 1036, 857]"
1176,3,raw_umber,"[1459, 739, 1591, 872]"
1176,1,burnt_sienna,"[940, 758, 1036, 857]"
1177,3,raw_umber,"[1459, 740, 1590, 871]"
1177,1,burnt_sienna,"[940, 757, 1036, 857]"
1178,3,raw_umber,"[1458, 738, 1591, 871]"
1178,4,msu_green,"[1073, 335, 1188, 451]"
1178,1,burnt_sienna,"[938, 757, 1037, 857]"
1179,3,raw_umber,"[1459, 739, 1590, 870]"
1179,1,burnt_sienna,"[939, 756, 1037, 856]"
1180,3,raw_umber,"[1458, 739, 1591, 871]"
1180,1,burnt_sienna,"[938, 757, 1036, 857]"
1181,3,raw_umber,"[1459, 739, 1590, 870]"
1181,1,burnt_sienna,"[940, 757, 1036, 857]"
1182,3,raw_umber,"[1458, 737, 1590, 872]"
1182,1,burnt_sienna,"[939, 757, 1037, 858]"
1183,3,raw_umber,"[1458, 738, 1591, 872]"
1183,4,msu_green,"[1074, 335, 1189, 448]"
1183,1,burnt_sienna,"[939, 757, 1037, 857]"
1184,3,raw_umber,"[1458, 737, 1591, 872]"
1184,4,msu_green,"[1074, 335, 1189, 448]"
1184,1,burnt_sienna,"[939, 757, 1037, 857]"
1185,3,raw_umber,"[1458, 737, 1591, 872]"
1185,4,msu_green,"[1076, 335, 1188, 448]"
1185,1,burnt_sienna,"[939, 757, 1037, 857]"
1186,3,raw_umber,"[1459, 738, 1591, 872]"
1186,1,burnt_sienna,"[939, 757, 1037, 857]"
1187,3,raw_umber,"[1458, 739, 1590, 872]"
1187,1,burnt_sienna,"[938, 757, 1037, 857]"
1188,3,raw_umber,"[1459, 738, 1591, 872]"
1188,1,burnt_sienna,"[940, 758, 1036, 858]"
1189,3,raw_umber,"[1459, 738, 1591, 873]"
1189,1,burnt_sienna,"[939, 757, 1037, 858]"
1190,3,raw_umber,"[1457, 738, 1590, 872]"
1190,4,msu_green,"[1074, 336, 1187, 450]"
1190,1,burnt_sienna,"[939, 758, 1037, 857]"
1191,3,raw_umber,"[1458, 739, 1590, 872]"
1191,4,msu_green,"[1075, 336, 1188, 448]"
1191,1,burnt_sienna,"[939, 758, 1037, 857]"
1192,3,raw_umber,"[1458, 737, 1591, 871]"
1192,4,msu_green,"[1076, 335, 1188, 449]"
1192,1,burnt_sienna,"[940, 757, 1036, 856]"
1193,3,raw_umber,"[1459, 739, 1590, 871]"
1193,1,burnt_sienna,"[940, 758, 1035, 857]"
1194,3,raw_umber,"[1459, 738, 1590, 871]"
1194,1,burnt_sienna,"[940, 758, 1036, 857]"
1195,3,raw_umber,"[1457, 738, 1591, 871]"
1195,1,burnt_sienna,"[938, 757, 1037, 857]"
1196,3,raw_umber,"[1458, 738, 1590, 872]"
1196,4,msu_green,"[1074, 335, 1188, 448]"
1196,1,burnt_sienna,"[938, 757, 1036, 857]"
1197,3,raw_umber,"[1457, 738, 1591, 872]"
1197,1,burnt_sienna,"[939, 758, 1036, 857]"
1198,3,raw_umber,"[1458, 738, 1590, 872]"
1198,1,burnt_sienna,"[939, 758, 1035, 858]"
1199,3,raw_umber,"[1459, 738, 1590, 873]"
1199,1,burnt_sienna,"[940, 757, 1036, 856]"
1200,3,raw_umber,"[1459, 740, 1589, 872]"
1200,1,burnt_sienna,"[939, 758, 1036, 857]"
1201,3,raw_umber,"[1459, 738, 1589, 870]"
1201,4,msu_green,"[1074, 335, 1188, 448]"
1201,1,burnt_sienna,"[939, 757, 1037, 857]"
1202,3,raw_umber,"[1457, 740, 1590, 871]"
1202,1,burnt_sienna,"[938, 757, 1037, 857]"
1203,3,raw_umber,"[1458, 739, 1590, 872]"
1203,1,burnt_sienna,"[939, 758, 1037, 859]"
1204,3,raw_umber,"[1458, 739, 1590, 872]"
1204,1,burnt_sienna,"[939, 757, 1036, 858]"
1204,4,msu_green,"[1073, 335, 1189, 449]"
1205,3,raw_umber,"[1457, 739, 1591, 871]"
1205,4,msu_green,"[1075, 336, 1189, 448]"
1205,1,burnt_sienna,"[938, 757, 1037, 857]"
1206,3,raw_umber,"[1457, 739, 1591, 872]"
1206,4,msu_green,"[1074, 336, 1188, 449]"
1206,1,burnt_sienna,"[938, 757, 1037, 857]"
1207,3,raw_umber,"[1457, 739, 1591, 871]"
1207,4,msu_green,"[1072, 336, 1188, 449]"
1207,1,burnt_sienna,"[938, 758, 1036, 857]"
1208,3,raw_umber,"[1457, 739, 1591, 872]"
1208,4,msu_green,"[1073, 335, 1189, 447]"
1208,1,burnt_sienna,"[938, 757, 1038, 857]"
1209,3,raw_umber,"[1458, 738, 1591, 871]"
1209,1,burnt_sienna,"[938, 757, 1036, 857]"
1210,3,raw_umber,"[1457, 737, 1590, 871]"
1210,1,burnt_sienna,"[938, 757, 1037, 857]"
1211,3,raw_umber,"[1457, 738, 1590, 872]"
1211,4,msu_green,"[1072, 336, 1188, 449]"
1211,1,burnt_sienna,"[938, 757, 1036, 857]"
1212,3,raw_umber,"[1457, 737, 1590, 871]"
1212,1,burnt_sienna,"[939, 757, 1035, 856]"
1212,4,msu_green,"[1073, 335, 1188, 448]"
1213,3,raw_umber,"[1457, 739, 1589, 871]"
1213,4,msu_green,"[1073, 335, 1188, 448]"
1213,1,burnt_sienna,"[939, 757, 1036, 857]"
1214,3,raw_umber,"[1457, 737, 1590, 871]"
1214,1,burnt_sienna,"[938, 757, 1036, 856]"
1214,4,msu_green,"[1073, 336, 1187, 449]"
1215,3,raw_umber,"[1457, 737, 1590, 871]"
1215,1,burnt_sienna,"[938, 757, 1037, 856]"
1215,4,msu_green,"[1073, 335, 1188, 450]"
1216,3,raw_umber,"[1457, 739, 1590, 872]"
1216,1,burnt_sienna,"[938, 757, 1036, 857]"
1216,4,msu_green,"[1073, 335, 1188, 452]"
1217,3,raw_umber,"[1458, 738, 1591, 872]"
1217,4,msu_green,"[1073, 336, 1188, 449]"
1217,1,burnt_sienna,"[940, 758, 1036, 857]"
1218,3,raw_umber,"[1458, 738, 1590, 871]"
1218,4,msu_green,"[1072, 336, 1188, 450]"
1218,1,burnt_sienna,"[938, 757, 1036, 857]"
1219,3,raw_umber,"[1459, 738, 1589, 872]"
1219,1,burnt_sienna,"[940, 758, 1035, 856]"
1220,3,raw_umber,"[1457, 739, 1589, 872]"
1220,4,msu_green,"[1073, 335, 1189, 449]"
1220,1,burnt_sienna,"[939, 757, 1036, 856]"
1221,3,raw_umber,"[1458, 739, 1590, 872]"
1221,1,burnt_sienna,"[939, 757, 1035, 857]"
1222,3,raw_umber,"[1458, 739, 1590, 872]"
1222,1,burnt_sienna,"[939, 757, 1037, 857]"
1223,3,raw_umber,"[1457, 738, 1590, 871]"
1223,1,burnt_sienna,"[939, 757, 1036, 856]"
1223,4,msu_green,"[1076, 336, 1188, 449]"
1224,3,raw_umber,"[1457, 740, 1591, 871]"
1224,1,burnt_sienna,"[938, 757, 1036, 857]"
1225,3,raw_umber,"[1459, 738, 1591, 872]"
1225,1,burnt_sienna,"[940, 758, 1035, 857]"
1225,4,msu_green,"[1073, 335, 1188, 449]"
1226,3,raw_umber,"[1458, 738, 1590, 871]"
1226,4,msu_green,"[1072, 335, 1189, 448]"
1226,1,burnt_sienna,"[939, 757, 1035, 857]"
1227,3,raw_umber,"[1458, 739, 1591, 872]"
1227,4,msu_green,"[1073, 335, 1189, 448]"
1227,1,burnt_sienna,"[939, 758, 1037, 857]"
1228,3,raw_umber,"[1458, 738, 1592, 873]"
1228,4,msu_green,"[1073, 336, 1189, 449]"
1228,1,burnt_sienna,"[940, 758, 1037, 858]"
1229,3,raw_umber,"[1458, 739, 1592, 872]"
1229,4,msu_green,"[1073, 335, 1189, 449]"
1229,1,burnt_sienna,"[939, 758, 1037, 857]"
1230,3,raw_umber,"[1458, 739, 1591, 872]"
1230,1,burnt_sienna,"[940, 758, 1037, 858]"
1231,3,raw_umber,"[1459, 738, 1590, 872]"
1231,1,burnt_sienna,"[941, 758, 1036, 857]"
1232,3,raw_umber,"[1459, 740, 1591, 872]"
1232,1,burnt_sienna,"[940, 757, 1036, 857]"
1232,4,msu_green,"[1074, 335, 1189, 448]"
1233,3,raw_umber,"[1459, 739, 1592, 872]"
1233,1,burnt_sienna,"[940, 757, 1037, 856]"
1234,3,raw_umber,"[1459, 740, 1591, 872]"
1234,1,burnt_sienna,"[939, 757, 1037, 857]"
1235,3,raw_umber,"[1460, 739, 1592, 872]"
1235,1,burnt_sienna,"[940, 757, 1036, 857]"
1236,3,raw_umber,"[1459, 739, 1592, 871]"
1237,3,raw_umber,"[1459, 739, 1592, 872]"
1237,1,burnt_sienna,"[939, 758, 1036, 858]"
1238,3,raw_umber,"[1459, 738, 1592, 872]"
1238,4,msu_green,"[1074, 335, 1189, 448]"
1238,1,burnt_sienna,"[940, 757, 1037, 858]"
1239,3,raw_umber,"[1458, 739, 1592, 872]"
1239,4,msu_green,"[1075, 335, 1189, 447]"
1239,1,burnt_sienna,"[939, 757, 1038, 857]"
1240,3,raw_umber,"[1459, 740, 1592, 872]"
1240,4,msu_green,"[1075, 335, 1188, 449]"
1240,1,burnt_sienna,"[940, 758, 1036, 857]"
1241,3,raw_umber,"[1459, 740, 1591, 871]"
1241,4,msu_green,"[1074, 335, 1189, 449]"
1241,1,burnt_sienna,"[940, 757, 1037, 857]"
1242,3,raw_umber,"[1459, 739, 1592, 872]"
1242,1,burnt_sienna,"[939, 757, 1037, 857]"
1242,4,msu_green,"[1074, 335, 1189, 448]"
1243,3,raw_umber,"[1459, 740, 1592, 873]"
1243,1,burnt_sienna,"[939, 757, 1038, 857]"
1244,3,raw_umber,"[1459, 740, 1592, 873]"
1244,1,burnt_sienna,"[940, 758, 1037, 857]"
1244,4,msu_green,"[1077, 335, 1190, 448]"
1245,3,raw_umber,"[1460, 739, 1592, 873]"
1245,1,burnt_sienna,"[941, 757, 1038, 857]"
1246,3,raw_umber,"[1460, 739, 1591, 873]"
1246,1,burnt_sienna,"[940, 757, 1038, 857]"
1247,3,raw_umber,"[1459, 738, 1592, 873]"
1247,1,burnt_sienna,"[940, 757, 1038, 857]"
1248,3,raw_umber,"[1460, 739, 1592, 871]"
1248,1,burnt_sienna,"[940, 757, 1037, 857]"
1249,3,raw_umber,"[1460, 738, 1592, 872]"
1249,1,burnt_sienna,"[940, 757, 1037, 857]"
1250,3,raw_umber,"[1460, 738, 1592, 872]"
1250,1,burnt_sienna,"[939, 757, 1037, 857]"
1251,3,raw_umber,"[1459, 738, 1592, 872]"
1252,3,raw_umber,"[1458, 738, 1593, 873]"
1256,3,raw_umber,"[1459, 737, 1593, 872]"
